ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Color,Airbags
45813854,2509,530,FORD,Fusion,2013,Sedan,Yes,Petrol,1.6,358936,4,Automatic,Front,Silver,12
45815009,94,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,221688,4,Automatic,Front,Grey,12
45802270,28357,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,151780,4,Automatic,Front,Silver,4
45776995,6586,0,MERCEDES-BENZ,C 180,1998,Sedan,No,CNG,1.8,250000,4,Automatic,Rear,White,0
45799887,26657,0,TOYOTA,Camry,2013,Sedan,No,Petrol,2.5,292800,4,Automatic,Front,White,0
45804652,15681,749,KIA,Optima,2014,Sedan,Yes,Petrol,2.4,98579,4,Automatic,Front,Grey,0
45793831,21326,891,HYUNDAI,Elantra,2016,Sedan,No,Petrol,2,67000,4,Tiptronic,Front,Black,12
45760133,34497,0,MERCEDES-BENZ,Vito,2010,Minivan,No,Diesel,2.2,315000,8,Manual,Rear,White,4
45789949,10506,683,KIA,SOUL,2010,Sedan,Yes,Petrol,1.6,56864,4,Automatic,Front,Black,4
45801463,16289,629,HYUNDAI,Accent,2015,Sedan,Yes,Diesel,1.6,112360,4,Automatic,Front,Silver,4
45769749,10036,521,HONDA,CR-Z,2011,Hatchback,No,Hybrid,1.4,140000,4,Manual,Front,Black,10
45780176,18189,0,LEXUS,RX 400,2005,Jeep,Yes,Hybrid,3.3,190000,6,Variator,4x4,Silver,8
45434678,7213,0,NISSAN,Vanette,2003,Minivan,No,Petrol,1.8,202000,4,Manual,4x4,Black,2
45803059,14897,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,58962,4,Automatic,Front,White,4
45792716,3136,0,VOLKSWAGEN,Vento,1993,Sedan,No,Petrol,1.8,245000,4,Automatic,Front,Carnelian red,2
45725299,17158,707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,166288,4,Automatic,Front,White,4
45810785,12544,0,MITSUBISHI,Delica,2000,Minivan,Yes,Petrol,3,195000,6,Automatic,4x4,White,2
45065013,15994,650,VOLKSWAGEN,Jetta SE,2016,Sedan,Yes,Petrol,1.4,93521,4,Automatic,Front,Black,8
45814951,314,765,SUBARU,XV,2015,Jeep,Yes,Petrol,2,118848,4,Automatic,4x4,Red,12
45810886,392,1307,CHEVROLET,Camaro,2015,Sedan,Yes,Petrol,3.6,168621,6,Automatic,Rear,Carnelian red,12
45591430,15681,765,FORD,Focus TITANIUM,2015,Sedan,Yes,Petrol,2,102000,4,Tiptronic,Front,Grey,10
45793295,103491,0,OPEL,Combo,2008,Goods wagon,No,Diesel,1.3,230000,4,Manual,Front,White,2
45792285,20385,1624,MERCEDES-BENZ,C 320,2009,Sedan,Yes,Petrol,3.5,200000,6,Tiptronic,Rear,Beige,0
45368138,114468,1104,BMW,X6,2015,Jeep,Yes,Petrol,3,97600,6,Tiptronic,4x4,Black,10
45807354,24775,919,MERCEDES-BENZ,GL 350,2012,Jeep,Yes,Diesel,3,255114,6,Automatic,4x4,Black,12
45756119,6899,0,BMW,X5,2002,Jeep,Yes,CNG,3,260000,6,Automatic,4x4,White,6
45793947,14113,0,FORD,Transit,2000,Microbus,No,Diesel,2.5,200000,4,Manual,Rear,White,0
45764836,5959,0,NISSAN,Skyline,2003,Sedan,No,Petrol,2.5,165000,6,Tiptronic,4x4,Blue,6
45777033,15681,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,70978,4,Automatic,Front,Blue,0
45552188,18189,1024,FORD,Escape,2010,Jeep,No,Hybrid,2.5,127000,4,Automatic,4x4,White,6
45624842,7840,0,MAZDA,Mazda 3,2012,Sedan,No,Petrol,2,125000,4,Tiptronic,Front,Silver,12
45781147,2500,0,NISSAN,Micra,1992,Coupe,No,Petrol,1,262000,4,Manual,Front,Black,0
45789034,21482,0,FORD,Fusion,2017,Sedan,Yes,Petrol,2.5,98000,4,Tiptronic,Front,Black,8
45804257,51166,765,JEEP,Cherokee,2015,Jeep,Yes,Diesel,2,135547,4,Automatic,Front,Grey,4
45809280,23722,271,TOYOTA,Aqua,2014,Hatchback,Yes,Hybrid,1.5,41500,4,Automatic,Front,Blue,4
45506711,80,0,NISSAN,Serena,2007,Minivan,No,Petrol,2,160000,4,Automatic,Front,White,2
45789259,23521,0,TOYOTA,Camry se,2013,Sedan,Yes,Petrol,2.5,145000,4,Tiptronic,Front,Grey,8
42139958,9000,364,VOLKSWAGEN,UP,2013,Hatchback,No,Petrol,1,52000,3,Tiptronic,Front,Blue,4
45810224,17346,753,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2.4,130000,4,Automatic,Front,Grey,4
45774174,470,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5,229904,6,Automatic,4x4,Black,12
45782107,20071,1211,BMW,X5,2010,Jeep,Yes,Diesel,3,141200,4,Tiptronic,4x4,White,12
45793860,19200,0,JAGUAR,XJ,1999,Sedan,Yes,Petrol,4,1000,8,Tiptronic,4x4,Green,7
45809356,2666,1399,HONDA,Accord,2010,Sedan,Yes,Petrol,3.5,241786,6,Automatic,Front,White,12
45803309,12858,640,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2,52668,4,Automatic,Front,Black,4
45772692,54568,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406,8,Automatic,4x4,Black,0
45803589,13172,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,451634,4,Automatic,Front,Orange,4
45782169,8781,0,MERCEDES-BENZ,C 180,2001,Coupe,No,Petrol,2,260000,4,Manual,Rear,Blue,0
45802677,28909,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,231241,4,Automatic,Front,White,4
45762344,25716,0,TOYOTA,Prius plugin,2012,Hatchback,No,Plug-in Hybrid,1.8,75000,12,Automatic,Front,Silver,10
44851497,204,0,NISSAN,Pathfinder,2012,Jeep,No,Petrol,3.6,110000,4,Automatic,4x4,Black,4
45624220,9722,0,JEEP,Liberty,2004,Jeep,No,CNG,3.7,200000,6,Automatic,4x4,Blue,4
43935484,14500,333,FORD,C-MAX,2014,Hatchback,No,Hybrid,2,118400,4,Variator,Front,Silver,12
45656038,706,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,73402,4,Automatic,Front,White,12
45487664,11447,1266,TOYOTA,Aqua s,2014,Sedan,No,Hybrid,1.5,133000,4,Automatic,Front,Silver,5
45804281,44545,877,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,130039,4,Automatic,Front,White,4
45663930,15837,784,CHEVROLET,Malibu LT,2017,Sedan,No,Petrol,1.5,84782,4,Automatic,Front,White,8
45808452,1333,761,TOYOTA,Corolla,2010,Sedan,Yes,Petrol,1.8,116992,4,Automatic,Front,Silver,12
45797465,20698,831,HYUNDAI,Elantra,2017,Sedan,Yes,LPG,1.6,120000,4,Automatic,Front,Silver,4
45802646,18500,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,142427,4,Automatic,Front,Silver,4
45768144,862,259,CHEVROLET,Volt,2014,Jeep,Yes,Hybrid,1.4,133195,4,Automatic,Front,Black,0
45798017,14834,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,147700,4,Automatic,Front,Black,4
44962208,59586,0,TOYOTA,RAV 4,2017,Jeep,No,Petrol,2.5,32000,6,Automatic,Front,White,10
45789756,29793,640,AUDI,A4,2013,Sedan,Yes,Petrol,2,176000,4,Tiptronic,Front,Grey,10
45730806,19601,629,HYUNDAI,Elantra,2015,Sedan,Yes,LPG,1.6,35607,4,Automatic,Front,White,4
45782135,12544,765,FORD,Focus,2015,Sedan,No,Petrol,2,119000,4,Manual,Front,Silver,12
45807045,2509,474,VOLKSWAGEN,Jetta,2013,Sedan,Yes,Hybrid,1.4,159981,4,Automatic,Front,Black,12
45803386,12231,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,348486,4,Automatic,Front,Silver,4
42410721,80,0,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,211200,4,Variator,Front,Black,12
45801749,8938,0,MERCEDES-BENZ,Vito,1998,Minivan,Yes,Diesel,2.3,222000,4,Manual,Front,Green,4
45793840,15681,521,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.4,132000,4,Automatic,Front,Blue,8
45760689,15994,584,VOLKSWAGEN,Passat,2014,Sedan,Yes,Petrol,1.8,65282,4,Automatic,Front,Black,8
45757670,19444,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,0,4,Tiptronic,Front,Black,6
45776513,7840,0,MERCEDES-BENZ,C 180,2000,Sedan,No,Petrol,2,136000,4,Tiptronic,Rear,Blue,6
45787512,21953,0,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,198400,4,Variator,Front,Grey,5
45730014,30238,1273,SSANGYONG,REXTON,2009,Jeep,Yes,Diesel,2.7,116092,4,Automatic,Front,Silver,4
44902787,18817,0,BMW,X5 rest,2004,Jeep,Yes,Petrol,4.4,185000,8,Tiptronic,4x4,Black,8
45768957,8154,0,MAZDA,MPV,2003,Minivan,No,LPG,2.3,125000,4,Automatic,Front,Silver,2
45716976,17500,0,FORD,Escape მერკური მერინერი,2008,Jeep,No,Hybrid,2.3,186254,4,Variator,4x4,Sky blue,4
45537268,21012,0,MERCEDES-BENZ,Vito,2007,Minivan,No,Diesel,2.2,285000,4,Manual,Rear,Red,4
45719988,16621,584,VOLKSWAGEN,Passat,2014,Sedan,Yes,Petrol,1.8,120000,4,Manual,Front,White,10
45771909,470,629,FORD,Fiesta,2015,Sedan,Yes,Petrol,1.6,111374,4,Automatic,Front,Blue,12
43453542,30420,0,BMW,X5 Japan,2008,Jeep,Yes,Petrol,4.8,133000,8,Tiptronic,4x4,Blue,12
45802198,32910,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,140000,4,Automatic,Front,Silver,4
45523800,2587,1079,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2,16213,4,Automatic,Front,Grey,12
45804939,10976,746,TOYOTA,Prius,2009,Hatchback,No,Hybrid,1.5,200533,4,Automatic,Front,Silver,10
45809710,39559,584,HONDA,Civic,2014,Sedan,Yes,Petrol,1.8,80000,4,Automatic,Front,White,4
45793624,7188,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,67558,4,Automatic,Front,Black,4
45789143,4704,0,LAND ROVER,Freelander,2004,Jeep,Yes,Petrol,2.5,458495,4,Automatic,4x4,Green,6
45803570,12544,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,548407,4,Automatic,Front,Orange,4
45810213,282,781,TOYOTA,RAV 4,2012,Jeep,Yes,Petrol,2.5,73136,4,Automatic,4x4,Blue,12
45434193,40,0,MITSUBISHI,Pajero IO,2002,Jeep,No,Petrol,2.5,1000,4,Automatic,4x4,White,6
45732995,22273,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,136500,4,Automatic,Front,Black,4
45813592,5488,0,BMW,320,1994,Coupe,Yes,Petrol,2,1000,6,Manual,Rear,Blue,6
45792335,22580,889,KIA,Optima,2016,Sedan,Yes,Petrol,2,62876,4,Automatic,Front,White,4
45816284,13485,917,BMW,X5,2013,Jeep,Yes,Petrol,3,168395,6,Automatic,4x4,Black,12
45725235,20883,707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,102000,4,Automatic,Front,Black,4
45429168,12544,1051,KIA,Optima,2016,Sedan,No,Petrol,2.4,38000,4,Tiptronic,Front,Black,12
45764287,6272,1522,OPEL,Zafira,2000,Goods wagon,No,Petrol,1.8,130000,4,Manual,Front,Silver,0
45807252,549,502,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.5,119213,4,Automatic,Front,Blue,12
45642811,706,490,HONDA,Insight,2011,Hatchback,Yes,Hybrid,1.3,288704,4,Automatic,Front,White,0
45815908,3293,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,121029,4,Automatic,Front,Silver,12
45790799,11917,0,MERCEDES-BENZ,E 320,2000,Sedan,Yes,Diesel,3.2,1111,6,Tiptronic,Rear,Blue,10
45732059,27889,707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,151594,4,Automatic,Front,Silver,4
45770485,51746,730,HYUNDAI,Tucson ,2016,Jeep,Yes,Petrol,1.6,96000,4,Tiptronic,4x4,Blue,12
45810413,12980,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,230000,4,Automatic,Front,Silver,4
45803377,7222,836,HYUNDAI,Sonata,2010,Sedan,Yes,LPG,2,112484,4,Automatic,Front,White,4
45804506,43134,1018,JEEP,Grand Cherokee,2011,Jeep,Yes,Diesel,3,132255,4,Automatic,Front,Silver,4
45771161,5802,1055,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5,107800,6,Automatic,Rear,Grey,12
45383836,9722,473,CHEVROLET,Sonic,2014,Sedan,Yes,Petrol,1.4,89000,4,Tiptronic,Front,Black,10
44381541,42965,642,FORD,Explorer  japan,2012,Jeep,Yes,Petrol,2,65000,4,Automatic,Front,White,10
45802922,24920,707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,117139,4,Automatic,Front,Grey,4
45490558,6272,0,HONDA,Civic,2001,Sedan,No,Petrol,1.5,111111,4,Automatic,Front,White,4
45808510,4704,751,BUICK,Century,2013,Sedan,Yes,Petrol,2.4,146552,4,Automatic,Front,Silver,12
45732145,35344,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,129927,4,Automatic,Front,Black,4
45782859,20385,0,MERCEDES-BENZ,E 220,2006,Sedan,Yes,Diesel,2.2,210000,4,Tiptronic,Rear,Black,8
45730762,45633,730,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,23739,4,Automatic,Front,Blue,4
35464629,7840,1111,HONDA,FIT,2012,Hatchback,No,Petrol,1.3,108000,4,Automatic,Front,Blue,6
45714618,43278,0,FORD,Mustang,2016,Coupe,No,Petrol,2.3,111000,4,Manual,Rear,Red,6
45456045,23521,0,MERCEDES-BENZ,C 320 CDI,2007,Sedan,Yes,Diesel,3,215000,6,Tiptronic,4x4,Brown,8
45786768,7213,0,SUBARU,Legacy,2002,Sedan,Yes,Petrol,3,187000,6,Automatic,4x4,Silver,4
45624756,29479,1058,TOYOTA,Highlander,2012,Jeep,Yes,Hybrid,3.5,205250,6,Automatic,4x4,Silver,12
45771994,1882,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,3.5,146395,6,Automatic,Rear,Grey,12
45654585,7997,1850,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.5,244731,6,Automatic,Front,Black,12
45660722,34811,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,0,6,Automatic,Front,Grey,12
45773887,22580,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,50930,4,Automatic,Rear,Black,12
45776795,9408,0,HONDA,FIT,2006,Hatchback,No,Petrol,1.5,150000,4,Manual,Front,Silver,2
45797297,6272,0,BMW,520,1999,Sedan,No,Petrol,2,300000,6,Manual,Rear,Black,6
45758105,17562,1356,LEXUS,GX 470,2014,Jeep,Yes,Petrol,4.6,146218,8,Automatic,4x4,Black,0
45809914,15530,502,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,123700,4,Automatic,Front,Black,4
45780123,9408,0,TOYOTA,Prius,2005,Sedan,No,Petrol,1.5,0,4,Automatic,Front,White,6
45761380,4700,0,OPEL,Astra,1999,Sedan,No,Petrol,1.6,145000,4,Manual,Front,Green,2
45802854,50184,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,122497,4,Automatic,Front,Blue,4
45625034,157,1451,BMW,X5,2011,Sedan,Yes,Petrol,4.4,139363,8,Automatic,4x4,Black,0
45631664,21639,751,KIA,Optima,2013,Sedan,Yes,Hybrid,2.4,109000,4,Automatic,Front,White,12
45809244,7464,247,HONDA,FIT,2014,Hatchback,Yes,Hybrid,1.3,114950,4,Automatic,Front,Blue,4
45796609,14113,0,MERCEDES-BENZ,C 230,2006,Sedan,Yes,Petrol,2.5,180833,6,Tiptronic,Rear,Black,8
45730021,33538,730,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,49799,4,Automatic,Front,Blue,4
45772440,627,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,318285,6,Automatic,4x4,Black,12
45791919,2430,697,NISSAN,Sentra,2015,Sedan,Yes,Petrol,1.8,31973,4,Automatic,Front,Blue,12
45814924,16308,0,MERCEDES-BENZ,Sprinter,2002,Microbus,Yes,Diesel,2.2,50000,4,Manual,Rear,Blue,6
45641687,3136,639,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,2,104085,4,Automatic,Front,Silver,12
45065386,23521,738,BUICK,Encore,2017,Jeep,Yes,Petrol,1.4,26954,4,Automatic,Front,Black,8
45808902,118519,1228,FORD,Explorer,2018,Jeep,Yes,Petrol,2.3,14263,4,Automatic,Front,White,4
45802046,21953,0,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,69000,16,Automatic,Front,Silver,16
45115113,13172,690,CHEVROLET,Malibu,2016,Sedan,No,Petrol,1.5,86000,4,Tiptronic,Front,Silver,8
45637807,6272,0,NISSAN,Note,2005,Hatchback,No,Petrol,1.5,156000,4,Automatic,Front,Green,7
45647637,1098,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,398069,4,Automatic,Front,Black,12
45769599,6429,2225,TOYOTA,Tundra,2017,Sedan,Yes,Petrol,4.6,190875,8,Automatic,4x4,White,12
45799982,5488,0,MERCEDES-BENZ,A 190,2001,Hatchback,No,Petrol,1.9,147000,4,Automatic,Front,Black,4
45806592,3607,831,CHEVROLET,Malibu,2018,Sedan,Yes,Petrol,1.5,64600,4,Automatic,Front,Grey,12
45797086,33575,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,150000,4,Automatic,Front,Grey,4
45729933,25889,639,SSANGYONG,REXTON,2014,Jeep,Yes,Diesel,2,189374,4,Automatic,Front,White,4
45773171,39201,749,HONDA,Cr-v,2014,Jeep,Yes,Petrol,2.4,144000,4,Tiptronic,4x4,White,10
45813358,4704,0,MERCEDES-BENZ,C 220,1994,Sedan,No,CNG,2.2,0,4,Manual,Rear,Black,2
45801736,7213,0,TOYOTA,Prius,2005,Sedan,No,Petrol,1.5,126000,4,Automatic,Front,Silver,4
45732824,10036,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,513137,4,Automatic,Front,Orange,4
45809427,7279,279,HONDA,FIT,2015,Universal,Yes,Hybrid,1.3,138520,4,Automatic,Front,Silver,4
45778517,17249,0,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,50000,4,Variator,Front,Grey,6
45803065,29586,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,212762,4,Automatic,Front,Silver,4
45757881,5331,0,OPEL,Corsa,2000,Sedan,No,Petrol,1.2,0,4,Manual,Front,Silver,2
45750972,1803,2073,CHEVROLET,Silverado,2010,Sedan,Yes,Petrol,5.3,0,8,Automatic,Front,Black,12
45524446,9408,843,TOYOTA,Prius,2008,Hatchback,No,Hybrid,1.5,200000,4,Automatic,Front,Grey,8
45804167,45542,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,88585,4,Automatic,Front,Black,4
45753221,11917,988,TOYOTA,Prius,2007,Sedan,No,Petrol,1.5,180000,4,Automatic,Front,Red,12
45733423,57698,1017,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2,7978,4,Automatic,Front,Black,4
45806461,5802,505,FORD,Fusion,2018,Jeep,Yes,Hybrid,2,53013,4,Automatic,Front,Grey,12
45789258,13799,2467,CHRYSLER,Crossfire,2005,Cabriolet,Yes,Petrol,3,100000,8,Automatic,Rear,Silver,6
20746880,157,0,MERCEDES-BENZ,S 500,1939,Limousine,Yes,Petrol,2.4,126000,4,Automatic,Rear,White,0
45770138,627,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,318285,6,Automatic,4x4,Black,12
45729757,27654,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,86000,4,Automatic,Front,White,4
45480658,20698,810,VOLKSWAGEN,Jetta,2016,Sedan,Yes,Petrol,1.8,52000,4,Tiptronic,Front,Black,8
44863934,21953,1620,MERCEDES-BENZ,Sprinter,2006,Microbus,No,Diesel,2.2,100000,4,Manual,Rear,White,4
45781845,15053,781,SUBARU,Forester,2012,Jeep,No,Petrol,2.5,217000,4,Automatic,4x4,Sky blue,8
45797698,46414,915,MERCEDES-BENZ,ML 350,2014,Jeep,Yes,Diesel,3,57755,6,Automatic,4x4,White,6
44727071,9408,0,MITSUBISHI,Pajero,1998,Jeep,No,Petrol,3.5,212000,4,Automatic,4x4,Silver,2
45776107,6586,0,MERCEDES-BENZ,C 230 2.0 kompresor,2001,Sedan,No,CNG,2,260000,4,Manual,Rear,Blue,4
45732866,25716,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,57491,4,Automatic,Front,Red,4
45810772,17876,0,HYUNDAI,H1,2005,Microbus,No,Diesel,2.5,107000,6,Automatic,Rear,Silver,0
45792457,8154,640,KIA,Optima,2013,Sedan,Yes,Petrol,2,56129,4,Automatic,Front,White,4
45676303,15053,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,107000,4,Automatic,Front,Black,12
45813618,9408,463,TOYOTA,Prius,2018,Sedan,Yes,Hybrid,1.8,44114,4,Automatic,Front,Silver,12
45804293,15367,1268,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,164000,4,Variator,Front,White,8
45715785,26657,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,117526,4,Tiptronic,Front,Black,10
45798542,19444,0,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,91200,4,Automatic,Front,Blue,0
45788825,15053,474,CHEVROLET,Cruze,2013,Sedan,Yes,Petrol,1.4,16800,4,Tiptronic,Front,Blue,10
45285333,6115,0,HONDA,Cr-v,1999,Jeep,No,CNG,2,275200,4,Manual,4x4,Black,2
45674441,10506,1268,TOYOTA,Aqua,2012,Sedan,No,Hybrid,1.5,134000,4,Variator,Front,Blue,2
45642477,9722,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,127515,4,Automatic,Front,Black,12
45653232,2509,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,315270,6,Automatic,4x4,Grey,12
45797015,7840,1525,MERCEDES-BENZ,C 180,1998,Sedan,Yes,Petrol,1.8,0,4,Automatic,Rear,Black,3
45804144,35438,1211,MERCEDES-BENZ,GL 320,2010,Jeep,Yes,Diesel,3,240000,6,Tiptronic,4x4,Black,12
45802401,23521,0,NISSAN,Serena,2014,Minivan,Yes,Hybrid,2,70000,4,Automatic,4x4,Silver,12
45651193,706,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,115312,4,Automatic,Front,Grey,12
44762753,21796,784,FORD,Escape SE,2017,Jeep,Yes,Petrol,1.5,41092,4,Automatic,4x4,Grey,8
45786239,20385,586,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,59000,4,Automatic,Front,Black,10
45646999,1098,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,398069,4,Automatic,Front,Black,12
45790847,12544,650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4,105941,4,Automatic,Front,Red,0
45792063,862,640,CHEVROLET,Malibu,2013,Sedan,Yes,Petrol,2,114107,4,Automatic,Front,Blue,12
45760596,784,781,FORD,Escape,2012,Jeep,Yes,Hybrid,2.5,95349,4,Automatic,Front,Blue,0
45780048,21326,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,90000,4,Automatic,Front,Silver,6
45788589,31361,0,FORD,Mustang,2014,Coupe,Yes,Petrol,3.7,128000,6,Tiptronic,Rear,Silver,6
45808871,48566,1273,FORD,Explorer,2015,Jeep,Yes,Petrol,3.5,143604,4,Automatic,Front,White,4
42942747,32929,0,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.3,132800,6,Automatic,4x4,White,12
45507365,11000,0,TOYOTA,Prius,2008,Hatchback,No,Hybrid,1.5,182000,2,Automatic,Front,Brown,6
45671630,20385,353,TOYOTA,Prius,2015,Hatchback,No,Hybrid,1.8,137600,4,Variator,Front,White,12
45813861,470,528,FORD,Escape,2014,Jeep,Yes,Petrol,1.6,148958,4,Automatic,Front,Grey,12
45807168,2200,0,FORD,Mondeo,1996,Hatchback,No,Petrol,1.8,11111,6,Manual,Front,White,16
45732553,51517,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,123898,4,Automatic,Front,White,4
45787493,18817,781,TOYOTA,Camry,2012,Sedan,No,Petrol,2.5,83200,4,Tiptronic,Front,Black,12
45787052,27284,0,FORD,C-MAX,2017,Sedan,No,Hybrid,2,77254,4,Automatic,Front,Black,12
45617632,5018,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549,4,Automatic,Front,Black,12
45800885,15900,0,TOYOTA,Prius,2011,Sedan,No,Hybrid,1.8,160000,4,Automatic,Front,White,6
44793577,32615,934,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,60000,4,Tiptronic,Front,Black,12
45785871,11290,0,NISSAN,Versa,2012,Sedan,No,Petrol,1.6,109000,4,Automatic,Front,Blue,2
